,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.894405665964523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,11.751083252070995,0.0,0.0,7.957549850704847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8939151736772244,9.998251723785405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704000861885504,10.606481510819357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515880864705604,0.0,0.0,0.0,0.0,0.2507904522152742,0.0,0.0,0.0,0.0,10.182603028608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734652299693004,0.7295247104238358,1.0131617623701394,0.2826866801976186,0.19988966851884904,1.2988987002008323,1.6206185371486417,1.2555801295388638,0.19988966851884904,0.0,0.0,0.0,0.9515880864705604,1.6908918044982122,0.5739587516236069,0.3445841393724265,1.7653611077222748,2.4646666690979857,1.0597608063425301,0.675736455819656,0.9199339310439147,5.07818580279749,24.076847233785497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
